File, Line, Error
pow_related_errors.c , 151 , "pointer `ptr_newarr` last assigned on line 149 could be null and is dereferenced at line 151, column 2"
pow_related_errors.c , 150 , "pointer `newarr` last assigned on line 148 could be null and is dereferenced at line 150, column 2"
race_condition.c , 136 , "pointer `ptr` last assigned on line 135 could be null and is dereferenced by call to `memcpy()` at line 136, column 6"
uninit_memory_access.c , 76 , "pointer `*ptr` last assigned on line 69 could be null and is dereferenced at line 76, column 21"
uninit_memory_access.c , 130 , " memory dynamically allocated to `str1` by call to `calloc()` at line 127, column 27 is not reachable after line 130, column 5"
uninit_memory_access.c , 236 , "pointer `uninit_memory_access_009_doubleptr_gbl` last assigned on line 232 could be null and is dereferenced at line 236, column 3"
uninit_memory_access.c , 377 , "pointer `s1` last assigned on line 376 could be null and is dereferenced at line 377, column 3"
uninit_memory_access.c , 409 , "pointer `u` last assigned on line 408 could be null and is dereferenced at line 409, column 4"
uninit_memory_access.c , 456 , "pointer `p` last assigned on line 455 could be null and is dereferenced by call to `memcpy()` at line 456, column 2"
uninit_pointer.c , 241 , " memory dynamically allocated to `ptr` by call to `malloc()` at line 227, column 27 is not reachable after line 241, column 20"
uninit_pointer.c , 280 , "pointer `ptr` last assigned on line 276 could be null and is dereferenced at line 280, column 4"
uninit_pointer.c , 414 , " memory dynamically allocated to `s` by call to `malloc()` at line 408, column 18 is not reachable after line 414, column 5"
uninit_pointer.c , 400 , "pointer `*uninit_pointer_016_gbl_doubleptr[i]` last assigned on line 399 could be null and is dereferenced by call to `strcpy()` at line 400, column 10"
uninit_pointer.c , 399 , "pointer `uninit_pointer_016_gbl_doubleptr` last assigned on line 396 could be null and is dereferenced at line 399, column 7"
wrong_arguments_func_pointer.c , 218 , " memory dynamically allocated by call to `strdup()` at line 215, column 16 is not reachable after line 218, column 14"
wrong_arguments_func_pointer.c , 220 , " memory dynamically allocated by call to `strdup()` at line 217, column 16 is not reachable after line 220, column 14"
wrong_arguments_func_pointer.c , 355 , " memory dynamically allocated to `st1` by call to `malloc()` at line 347, column 50 is not reachable after line 355, column 2"
wrong_arguments_func_pointer.c , 381 , "pointer `str1` last assigned on line 380 could be null and is dereferenced by call to `strcpy()` at line 381, column 2"
wrong_arguments_func_pointer.c , 447 , "pointer `wrong_arguments_func_pointer_015_dst1_gbl` last assigned on line 444 could be null and is dereferenced at line 447, column 6"
wrong_arguments_func_pointer.c , 595 , " memory dynamically allocated to `st1` by call to `malloc()` at line 587, column 50 is not reachable after line 595, column 2"
wrong_arguments_func_pointer.c , 588 , "pointer `st1` last assigned on line 587 could be null and is dereferenced by call to `memset()` at line 588, column 5"
zero_division.c , 237 , "pointer `zero_division_016_gbl_divisor` last assigned on line 236 could be null and is dereferenced at line 237, column 2"
