File, Line, Error
wrong_arguments_func_pointer.c , 208 , ":  [4] (buffer) strcpy:Does not check for buffer overflows when copying to destination [MS-banned](CWE-120). Consider using snprintf, strcpy_s, or strlcpy (warning: strncpyeasily misused)."
wrong_arguments_func_pointer.c , 209 , ":  [4] (buffer) strcpy:Does not check for buffer overflows when copying to destination [MS-banned](CWE-120). Consider using snprintf, strcpy_s, or strlcpy (warning: strncpyeasily misused)."
wrong_arguments_func_pointer.c , 381 , ":  [4] (buffer) strcpy:Does not check for buffer overflows when copying to destination [MS-banned](CWE-120). Consider using snprintf, strcpy_s, or strlcpy (warning: strncpyeasily misused)."
wrong_arguments_func_pointer.c , 435 , ":  [4] (buffer) strcpy:Does not check for buffer overflows when copying to destination [MS-banned](CWE-120). Consider using snprintf, strcpy_s, or strlcpy (warning: strncpyeasily misused)."
wrong_arguments_func_pointer.c , 474 , ":  [4] (buffer) strcpy:Does not check for buffer overflows when copying to destination [MS-banned](CWE-120). Consider using snprintf, strcpy_s, or strlcpy (warning: strncpyeasily misused)."
buffer_overrun_dynamic.c , 573 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
buffer_overrun_dynamic.c , 582 , ":  [2] (buffer) memcpy:Does not check for buffer overflows when copying to destination (CWE-120).Make sure destination can always hold the source data."
buffer_overrun_dynamic.c , 594 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
buffer_underrun_dynamic.c , 571 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
buffer_underrun_dynamic.c , 579 , ":  [2] (buffer) memcpy:Does not check for buffer overflows when copying to destination (CWE-120).Make sure destination can always hold the source data."
buffer_underrun_dynamic.c , 591 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
buffer_underrun_dynamic.c , 700 , ":  [2] (buffer) memcpy:Does not check for buffer overflows when copying to destination (CWE-120).Make sure destination can always hold the source data."
buffer_underrun_dynamic.c , 738 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
buffer_underrun_dynamic.c , 762 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
buffer_underrun_dynamic.c , 779 , ":  [2] (buffer) memcpy:Does not check for buffer overflows when copying to destination (CWE-120).Make sure destination can always hold the source data."
deletion_of_data_structure_sentinel.c , 41 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
deletion_of_data_structure_sentinel.c , 42 , ":  [2] (buffer) memcpy:Does not check for buffer overflows when copying to destination (CWE-120).Make sure destination can always hold the source data."
deletion_of_data_structure_sentinel.c , 54 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
deletion_of_data_structure_sentinel.c , 55 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
deletion_of_data_structure_sentinel.c , 63 , ":  [2] (buffer) memcpy:Does not check for buffer overflows when copying to destination (CWE-120).Make sure destination can always hold the source data."
free_nondynamically_allocated_memory.c , 74 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
free_null_pointer.c , 26 , ":  [2] (buffer) strcpy:Does not check for buffer overflows when copying to destination [MS-banned](CWE-120). Consider using snprintf, strcpy_s, or strlcpy (warning: strncpyeasily misused). Risk is low because the source is a constant string."
free_null_pointer.c , 284 , ":  [2] (buffer) strcpy:Does not check for buffer overflows when copying to destination [MS-banned](CWE-120). Consider using snprintf, strcpy_s, or strlcpy (warning: strncpyeasily misused). Risk is low because the source is a constant string."
free_null_pointer.c , 320 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
free_null_pointer.c , 320 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
func_pointer.c , 62 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
func_pointer.c , 293 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
func_pointer.c , 464 , ":  [2] (buffer) memcpy:Does not check for buffer overflows when copying to destination (CWE-120).Make sure destination can always hold the source data."
function_return_value_unchecked.c , 102 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
function_return_value_unchecked.c , 110 , ":  [2] (buffer) strcpy:Does not check for buffer overflows when copying to destination [MS-banned](CWE-120). Consider using snprintf, strcpy_s, or strlcpy (warning: strncpyeasily misused). Risk is low because the source is a constant string."
function_return_value_unchecked.c , 333 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
invalid_memory_access.c , 105 , ":  [2] (buffer) strcpy:Does not check for buffer overflows when copying to destination [MS-banned](CWE-120). Consider using snprintf, strcpy_s, or strlcpy (warning: strncpyeasily misused). Risk is low because the source is a constant string."
invalid_memory_access.c , 213 , ":  [2] (buffer) strcpy:Does not check for buffer overflows when copying to destination [MS-banned](CWE-120). Consider using snprintf, strcpy_s, or strlcpy (warning: strncpyeasily misused). Risk is low because the source is a constant string."
invalid_memory_access.c , 232 , ":  [2] (buffer) memcpy:Does not check for buffer overflows when copying to destination (CWE-120).Make sure destination can always hold the source data."
invalid_memory_access.c , 567 , ":  [2] (buffer) strcpy:Does not check for buffer overflows when copying to destination [MS-banned](CWE-120). Consider using snprintf, strcpy_s, or strlcpy (warning: strncpyeasily misused). Risk is low because the source is a constant string."
invalid_memory_access.c , 574 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
invalid_memory_access.c , 622 , ":  [2] (buffer) strcpy:Does not check for buffer overflows when copying to destination [MS-banned](CWE-120). Consider using snprintf, strcpy_s, or strlcpy (warning: strncpyeasily misused). Risk is low because the source is a constant string."
invalid_memory_access.c , 632 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
littlemem_st.c , 26 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
littlemem_st.c , 53 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
littlemem_st.c , 71 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
littlemem_st.c , 90 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
littlemem_st.c , 108 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
littlemem_st.c , 134 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
littlemem_st.c , 168 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
littlemem_st.c , 211 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
littlemem_st.c , 255 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
littlemem_st.c , 297 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
littlemem_st.c , 329 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
main.c , 22 , ":  [2] (integer) atoi:Unless checked, the resulting number can exceed the expected range(CWE-190). If source untrusted, check both minimum and maximum, even if theinput had no minus sign (large numbers can roll over into negative number;consider saving to an unsigned value if that is intended)."
memory_allocation_failure.c , 510 , ":  [2] (buffer) strcpy:Does not check for buffer overflows when copying to destination [MS-banned](CWE-120). Consider using snprintf, strcpy_s, or strlcpy (warning: strncpyeasily misused). Risk is low because the source is a constant string."
memory_allocation_failure.c , 552 , ":  [2] (buffer) memcpy:Does not check for buffer overflows when copying to destination (CWE-120).Make sure destination can always hold the source data."
memory_allocation_failure.c , 594 , ":  [2] (buffer) strcpy:Does not check for buffer overflows when copying to destination [MS-banned](CWE-120). Consider using snprintf, strcpy_s, or strlcpy (warning: strncpyeasily misused). Risk is low because the source is a constant string."
memory_leak.c , 277 , ":  [2] (buffer) strcpy:Does not check for buffer overflows when copying to destination [MS-banned](CWE-120). Consider using snprintf, strcpy_s, or strlcpy (warning: strncpyeasily misused). Risk is low because the source is a constant string."
memory_leak.c , 526 , ":  [2] (buffer) strcpy:Does not check for buffer overflows when copying to destination [MS-banned](CWE-120). Consider using snprintf, strcpy_s, or strlcpy (warning: strncpyeasily misused). Risk is low because the source is a constant string."
null_pointer.c , 354 , ":  [2] (buffer) strcpy:Does not check for buffer overflows when copying to destination [MS-banned](CWE-120). Consider using snprintf, strcpy_s, or strlcpy (warning: strncpyeasily misused). Risk is low because the source is a constant string."
overrun_st.c , 21 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
overrun_st.c , 292 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
overrun_st.c , 749 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
race_condition.c , 136 , ":  [2] (buffer) memcpy:Does not check for buffer overflows when copying to destination (CWE-120).Make sure destination can always hold the source data."
st_cross_thread_access.c , 295 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
st_overflow.c , 34 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
st_overflow.c , 35 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
st_overflow.c , 36 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
st_overflow.c , 37 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
st_overflow.c , 38 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
st_overflow.c , 39 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
st_overflow.c , 40 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
st_overflow.c , 41 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
st_overflow.c , 42 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
st_overflow.c , 44 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
st_overflow.c , 66 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
st_overflow.c , 67 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
st_overflow.c , 68 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
st_overflow.c , 69 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
st_overflow.c , 70 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
st_overflow.c , 72 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
st_overflow.c , 78 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
st_overflow.c , 96 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
st_overflow.c , 97 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
st_overflow.c , 98 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
st_overflow.c , 99 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
st_overflow.c , 101 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
st_overflow.c , 102 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
st_overflow.c , 103 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
st_overflow.c , 109 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
st_overflow.c , 117 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
st_overflow.c , 135 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
st_overflow.c , 137 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
st_overflow.c , 155 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
st_overflow.c , 168 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
st_overflow.c , 169 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
st_overflow.c , 170 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
st_overflow.c , 171 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
st_overflow.c , 172 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
st_overflow.c , 174 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
st_overflow.c , 180 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
st_overflow.c , 200 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
st_overflow.c , 201 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
st_overflow.c , 202 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
st_overflow.c , 203 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
st_overflow.c , 204 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
st_overflow.c , 206 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
st_overflow.c , 213 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
st_overflow.c , 222 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
st_underrun.c , 23 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
st_underrun.c , 24 , ":  [2] (buffer) strcpy:Does not check for buffer overflows when copying to destination [MS-banned](CWE-120). Consider using snprintf, strcpy_s, or strlcpy (warning: strncpyeasily misused). Risk is low because the source is a constant string."
st_underrun.c , 39 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
st_underrun.c , 40 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
st_underrun.c , 41 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
st_underrun.c , 42 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
st_underrun.c , 43 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
st_underrun.c , 44 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
st_underrun.c , 45 , ":  [2] (buffer) char:Statically-sized arrays can be improperly restricted, leading to potentialoverflows or other issues (CWE-119!/CWE-120). Perform bounds checking, usefunctions that limit length, or ensure that the size is larger than themaximum possible length."
