File,Line,CWE, Defect Type, Defect Sub-Type
buffer_underrun_dynamic.c, 29,  Buffer Underwrite ('Buffer Underflow'),  Dynamic memory defects,  Dynamic buffer underrun
buffer_underrun_dynamic.c, 45,  Buffer Underwrite ('Buffer Underflow'),  Dynamic memory defects,  Dynamic buffer underrun
buffer_underrun_dynamic.c, 65,  Buffer Underwrite ('Buffer Underflow'),  Dynamic memory defects,  Dynamic buffer underrun
buffer_underrun_dynamic.c, 80,  Buffer Underwrite ('Buffer Underflow'),  Dynamic memory defects,  Dynamic buffer underrun
buffer_underrun_dynamic.c, 97,  Buffer Underwrite ('Buffer Underflow'),  Dynamic memory defects,  Dynamic buffer underrun
buffer_underrun_dynamic.c, 115,  Buffer Underwrite ('Buffer Underflow'),  Dynamic memory defects,  Dynamic buffer underrun
buffer_underrun_dynamic.c, 133,  Buffer Underwrite ('Buffer Underflow'),  Dynamic memory defects,  Dynamic buffer underrun
buffer_underrun_dynamic.c, 155,  Buffer Underwrite ('Buffer Underflow'),  Dynamic memory defects,  Dynamic buffer underrun
buffer_underrun_dynamic.c, 178,  Buffer Underwrite ('Buffer Underflow'),  Dynamic memory defects,  Dynamic buffer underrun
buffer_underrun_dynamic.c, 202,  Buffer Underwrite ('Buffer Underflow'),  Dynamic memory defects,  Dynamic buffer underrun
buffer_underrun_dynamic.c, 222,  Buffer Underwrite ('Buffer Underflow'),  Dynamic memory defects,  Dynamic buffer underrun
buffer_underrun_dynamic.c, 237,  Buffer Underwrite ('Buffer Underflow'),  Dynamic memory defects,  Dynamic buffer underrun
buffer_underrun_dynamic.c, 253,  Buffer Underwrite ('Buffer Underflow'),  Dynamic memory defects,  Dynamic buffer underrun
buffer_underrun_dynamic.c, 268,  Buffer Underwrite ('Buffer Underflow'),  Dynamic memory defects,  Dynamic buffer underrun
buffer_underrun_dynamic.c, 283,  Buffer Underwrite ('Buffer Underflow'),  Dynamic memory defects,  Dynamic buffer underrun
buffer_underrun_dynamic.c, 303,  Buffer Underwrite ('Buffer Underflow'),  Dynamic memory defects,  Dynamic buffer underrun
buffer_underrun_dynamic.c, 317,  Buffer Underwrite ('Buffer Underflow'),  Dynamic memory defects,  Dynamic buffer underrun
buffer_underrun_dynamic.c, 338,  Buffer Underwrite ('Buffer Underflow'),  Dynamic memory defects,  Dynamic buffer underrun
buffer_underrun_dynamic.c, 355,  Buffer Underwrite ('Buffer Underflow'),  Dynamic memory defects,  Dynamic buffer underrun
buffer_underrun_dynamic.c, 374,  Buffer Underwrite ('Buffer Underflow'),  Dynamic memory defects,  Dynamic buffer underrun
buffer_underrun_dynamic.c, 392,  Buffer Underwrite ('Buffer Underflow'),  Dynamic memory defects,  Dynamic buffer underrun
buffer_underrun_dynamic.c, 408,  Buffer Underwrite ('Buffer Underflow'),  Dynamic memory defects,  Dynamic buffer underrun
buffer_underrun_dynamic.c, 427,  Buffer Underwrite ('Buffer Underflow'),  Dynamic memory defects,  Dynamic buffer underrun
buffer_underrun_dynamic.c, 439,  Buffer Underwrite ('Buffer Underflow'),  Dynamic memory defects,  Dynamic buffer underrun
buffer_underrun_dynamic.c, 466,  Buffer Underwrite ('Buffer Underflow'),  Dynamic memory defects,  Dynamic buffer underrun
buffer_underrun_dynamic.c, 484,  Buffer Underwrite ('Buffer Underflow'),  Dynamic memory defects,  Dynamic buffer underrun
buffer_underrun_dynamic.c, 500,  Buffer Underwrite ('Buffer Underflow'),  Dynamic memory defects,  Dynamic buffer underrun
buffer_underrun_dynamic.c, 519,  Buffer Underwrite ('Buffer Underflow'),  Dynamic memory defects,  Dynamic buffer underrun
buffer_underrun_dynamic.c, 532,  Buffer Underwrite ('Buffer Underflow'),  Dynamic memory defects,  Dynamic buffer underrun
buffer_underrun_dynamic.c, 559,  Buffer Underwrite ('Buffer Underflow'),  Dynamic memory defects,  Dynamic buffer underrun
buffer_underrun_dynamic.c, 578,  Buffer Underwrite ('Buffer Underflow'),  Dynamic memory defects,  Dynamic buffer underrun
buffer_underrun_dynamic.c, 606,  Buffer Underwrite ('Buffer Underflow'),  Dynamic memory defects,  Dynamic buffer underrun
buffer_underrun_dynamic.c, 624,  Buffer Underwrite ('Buffer Underflow'),  Dynamic memory defects,  Dynamic buffer underrun
buffer_underrun_dynamic.c, 648,  Buffer Underwrite ('Buffer Underflow'),  Dynamic memory defects,  Dynamic buffer underrun
buffer_underrun_dynamic.c, 679,  Buffer Underwrite ('Buffer Underflow'),  Dynamic memory defects,  Dynamic buffer underrun
buffer_underrun_dynamic.c, 701,  Buffer Underwrite ('Buffer Underflow'),  Dynamic memory defects,  Dynamic buffer underrun
buffer_underrun_dynamic.c, 721,  Buffer Underwrite ('Buffer Underflow'),  Dynamic memory defects,  Dynamic buffer underrun
buffer_underrun_dynamic.c, 751,  Buffer Underwrite ('Buffer Underflow'),  Dynamic memory defects,  Dynamic buffer underrun
buffer_underrun_dynamic.c, 778,  Buffer Underwrite ('Buffer Underflow'),  Dynamic memory defects,  Dynamic buffer underrun
cmp_funcadr.c, 26,  Use of Incorrect Operator,  Pointer related defects,  Comparison NULL with function pointer
cmp_funcadr.c, 48,  Use of Incorrect Operator,  Pointer related defects,  Comparison NULL with function pointer
conflicting_cond.c, 24,  Indicator of Poor Code Quality,  Inappropriate code,  Contradict conditions
conflicting_cond.c, 43,  Indicator of Poor Code Quality,  Inappropriate code,  Contradict conditions
conflicting_cond.c, 62,  Indicator of Poor Code Quality,  Inappropriate code,  Contradict conditions
conflicting_cond.c, 83,  Indicator of Poor Code Quality,  Inappropriate code,  Contradict conditions
conflicting_cond.c, 103,  Indicator of Poor Code Quality,  Inappropriate code,  Contradict conditions
conflicting_cond.c, 118,  Indicator of Poor Code Quality,  Inappropriate code,  Contradict conditions
conflicting_cond.c, 137,  Indicator of Poor Code Quality,  Inappropriate code,  Contradict conditions
conflicting_cond.c, 157,  Indicator of Poor Code Quality,  Inappropriate code,  Contradict conditions
conflicting_cond.c, 177,  Indicator of Poor Code Quality,  Inappropriate code,  Contradict conditions
conflicting_cond.c, 199,  Indicator of Poor Code Quality,  Inappropriate code,  Contradict conditions
data_lost.c, 22,  Numeric Truncation Error,  Numerical defects,  Integer precision lost because of cast
data_lost.c, 34,  Numeric Truncation Error,  Numerical defects,  Integer precision lost because of cast
data_lost.c, 46,  Numeric Truncation Error,  Numerical defects,  Integer precision lost because of cast
data_lost.c, 58,  Numeric Truncation Error,  Numerical defects,  Integer precision lost because of cast
data_lost.c, 70,  Numeric Truncation Error,  Numerical defects,  Integer precision lost because of cast
data_lost.c, 82,  Numeric Truncation Error,  Numerical defects,  Integer precision lost because of cast
data_lost.c, 94,  Numeric Truncation Error,  Numerical defects,  Integer precision lost because of cast
data_lost.c, 106,  Numeric Truncation Error,  Numerical defects,  Integer precision lost because of cast
data_lost.c, 118,  Numeric Truncation Error,  Numerical defects,  Integer precision lost because of cast
data_lost.c, 135,  Numeric Truncation Error,  Numerical defects,  Integer precision lost because of cast
data_lost.c, 145,  Numeric Truncation Error,  Numerical defects,  Integer precision lost because of cast
data_lost.c, 158,  Numeric Truncation Error,  Numerical defects,  Integer precision lost because of cast
data_lost.c, 170,  Numeric Truncation Error,  Numerical defects,  Integer precision lost because of cast
data_lost.c, 182,  Numeric Truncation Error,  Numerical defects,  Integer precision lost because of cast
data_lost.c, 198,  Numeric Truncation Error,  Numerical defects,  Integer precision lost because of cast
data_lost.c, 209,  Numeric Truncation Error,  Numerical defects,  Integer precision lost because of cast
data_lost.c, 226,  Numeric Truncation Error,  Numerical defects,  Integer precision lost because of cast
data_lost.c, 240,  Numeric Truncation Error,  Numerical defects,  Integer precision lost because of cast
data_lost.c, 256,  Numeric Truncation Error,  Numerical defects,  Integer precision lost because of cast
data_overflow.c, 25,  Integer Overflow or Wraparound,  Numerical defects,  Data overflow
data_overflow.c, 37,  Integer Overflow or Wraparound,  Numerical defects,  Data overflow
data_overflow.c, 49,  Integer Overflow or Wraparound,  Numerical defects,  Data overflow
data_overflow.c, 61,  Integer Overflow or Wraparound,  Numerical defects,  Data overflow
data_overflow.c, 73,  Integer Overflow or Wraparound,  Numerical defects,  Data overflow
data_overflow.c, 85,  Integer Overflow or Wraparound,  Numerical defects,  Data overflow
data_overflow.c, 97,  Integer Overflow or Wraparound,  Numerical defects,  Data overflow
data_overflow.c, 109,  Integer Overflow or Wraparound,  Numerical defects,  Data overflow
data_overflow.c, 126,  Integer Overflow or Wraparound,  Numerical defects,  Data overflow
data_overflow.c, 142,  Integer Overflow or Wraparound,  Numerical defects,  Data overflow
data_overflow.c, 154,  Integer Overflow or Wraparound,  Numerical defects,  Data overflow
data_overflow.c, 166,  Integer Overflow or Wraparound,  Numerical defects,  Data overflow
data_overflow.c, 178,  Integer Overflow or Wraparound,  Numerical defects,  Data overflow
data_overflow.c, 191,  Integer Overflow or Wraparound,  Numerical defects,  Data overflow
data_overflow.c, 205,  Integer Overflow or Wraparound,  Numerical defects,  Data overflow
data_overflow.c, 217,  Integer Overflow or Wraparound,  Numerical defects,  Data overflow
data_overflow.c, 229,  Integer Overflow or Wraparound,  Numerical defects,  Data overflow
data_overflow.c, 246,  Integer Overflow or Wraparound,  Numerical defects,  Data overflow
data_overflow.c, 258,  Integer Overflow or Wraparound,  Numerical defects,  Data overflow
data_overflow.c, 276,  Integer Overflow or Wraparound,  Numerical defects,  Data overflow
data_overflow.c, 291,  Integer Overflow or Wraparound,  Numerical defects,  Data overflow
data_overflow.c, 308,  Integer Overflow or Wraparound,  Numerical defects,  Data overflow
data_overflow.c, 319,  Integer Overflow or Wraparound,  Numerical defects,  Data overflow
data_overflow.c, 335,  Integer Overflow or Wraparound,  Numerical defects,  Data overflow
data_overflow.c, 351,  Integer Overflow or Wraparound,  Numerical defects,  Data overflow
data_underflow.c, 21,  Integer Underflow (Wrap or Wraparound),  Numerical defects,  Data underflow
data_underflow.c, 33,  Integer Underflow (Wrap or Wraparound),  Numerical defects,  Data underflow
data_underflow.c, 47,  Integer Underflow (Wrap or Wraparound),  Numerical defects,  Data underflow
data_underflow.c, 59,  Integer Underflow (Wrap or Wraparound),  Numerical defects,  Data underflow
data_underflow.c, 71,  Integer Underflow (Wrap or Wraparound),  Numerical defects,  Data underflow
data_underflow.c, 82,  Integer Underflow (Wrap or Wraparound),  Numerical defects,  Data underflow
data_underflow.c, 97,  Integer Underflow (Wrap or Wraparound),  Numerical defects,  Data underflow
data_underflow.c, 112,  Integer Underflow (Wrap or Wraparound),  Numerical defects,  Data underflow
data_underflow.c, 124,  Integer Underflow (Wrap or Wraparound),  Numerical defects,  Data underflow
data_underflow.c, 141,  Integer Underflow (Wrap or Wraparound),  Numerical defects,  Data underflow
data_underflow.c, 153,  Integer Underflow (Wrap or Wraparound),  Numerical defects,  Data underflow
data_underflow.c, 171,  Integer Underflow (Wrap or Wraparound),  Numerical defects,  Data underflow
dead_code.c, 24,  Dead Code,  Inappropriate code,  Dead code
dead_code.c, 41,  Dead Code,  Inappropriate code,  Dead code
dead_code.c, 62,  Dead Code,  Inappropriate code,  Dead code
dead_code.c, 78,  Dead Code,  Inappropriate code,  Dead code
dead_code.c, 100,  Dead Code,  Inappropriate code,  Dead code
dead_code.c, 117,  Dead Code,  Inappropriate code,  Dead code
dead_code.c, 134,  Dead Code,  Inappropriate code,  Dead code
dead_code.c, 151,  Dead Code,  Inappropriate code,  Dead code
dead_code.c, 169,  Dead Code,  Inappropriate code,  Dead code
dead_code.c, 191,  Dead Code,  Inappropriate code,  Dead code
dead_code.c, 208,  Dead Code,  Inappropriate code,  Dead code
dead_code.c, 229,  Dead Code,  Inappropriate code,  Dead code
dead_code.c, 249,  Dead Code,  Inappropriate code,  Dead code
dead_lock.c, 62,  Deadlock,  Concurrency defects,  Dead lock
dead_lock.c, 196,  Deadlock,  Concurrency defects,  Dead lock
dead_lock.c, 345,  Deadlock,  Concurrency defects,  Dead lock
dead_lock.c, 502,  Deadlock,  Concurrency defects,  Dead lock
dead_lock.c, 629,  Deadlock,  Concurrency defects,  Dead lock
deletion_of_data_structure_sentinel.c, 26,  Deletion of Data Structure Sentinel,  Dynamic memory defects,  Deletion of data structure sentinel
deletion_of_data_structure_sentinel.c, 41,  Deletion of Data Structure Sentinel,  Dynamic memory defects,  Deletion of data structure sentinel
deletion_of_data_structure_sentinel.c, 62,  Deletion of Data Structure Sentinel,  Dynamic memory defects,  Deletion of data structure sentinel
double_free.c, 22,  Double Free,  Resource management defects,  Double free
double_free.c, 43,  Double Free,  Resource management defects,  Double free
double_free.c, 64,  Double Free,  Resource management defects,  Double free
double_free.c, 87,  Double Free,  Resource management defects,  Double free
double_free.c, 101,  Double Free,  Resource management defects,  Double free
double_free.c, 115,  Double Free,  Resource management defects,  Double free
double_free.c, 131,  Double Free,  Resource management defects,  Double free
double_free.c, 149,  Double Free,  Resource management defects,  Double free
double_free.c, 168,  Double Free,  Resource management defects,  Double free
double_free.c, 187,  Double Free,  Resource management defects,  Double free
double_free.c, 204,  Double Free,  Resource management defects,  Double free
double_free.c, 222,  Double Free,  Resource management defects,  Double free
double_lock.c, 42,  Improper Locking,  Concurrency defects,  Double lock
double_lock.c, 93,  Improper Locking,  Concurrency defects,  Double lock
double_lock.c, 140,  Improper Locking,  Concurrency defects,  Double lock
double_lock.c, 208,  Improper Locking,  Concurrency defects,  Double lock
double_release.c, 35,  Multiple Unlocks of a Critical Resource,  Concurrency defects,  Double release
double_release.c, 79,  Multiple Unlocks of a Critical Resource,  Concurrency defects,  Double release
double_release.c, 133,  Multiple Unlocks of a Critical Resource,  Concurrency defects,  Double release
double_release.c, 178,  Multiple Unlocks of a Critical Resource,  Concurrency defects,  Double release
double_release.c, 226,  Multiple Unlocks of a Critical Resource,  Concurrency defects,  Double release
double_release.c, 283,  Multiple Unlocks of a Critical Resource,  Concurrency defects,  Double release
endless_loop.c, 24,  Loop with Unreachable Exit Condition ('Infinite Loop'),  Misc defects,  Unintentional end less loop
endless_loop.c, 41,  Loop with Unreachable Exit Condition ('Infinite Loop'),  Misc defects,  Unintentional end less loop
endless_loop.c, 57,  Loop with Unreachable Exit Condition ('Infinite Loop'),  Misc defects,  Unintentional end less loop
endless_loop.c, 74,  Loop with Unreachable Exit Condition ('Infinite Loop'),  Misc defects,  Unintentional end less loop
endless_loop.c, 95,  Loop with Unreachable Exit Condition ('Infinite Loop'),  Misc defects,  Unintentional end less loop
endless_loop.c, 111,  Loop with Unreachable Exit Condition ('Infinite Loop'),  Misc defects,  Unintentional end less loop
endless_loop.c, 133,  Loop with Unreachable Exit Condition ('Infinite Loop'),  Misc defects,  Unintentional end less loop
endless_loop.c, 150,  Loop with Unreachable Exit Condition ('Infinite Loop'),  Misc defects,  Unintentional end less loop
endless_loop.c, 166,  Loop with Unreachable Exit Condition ('Infinite Loop'),  Misc defects,  Unintentional end less loop
free_nondynamically_allocated_memory.c, 22,  Free of Memory not on the Heap,  Resource management defects,  Free non dynamically allocated memory
free_nondynamically_allocated_memory.c, 36,  Free of Memory not on the Heap,  Resource management defects,  Free non dynamically allocated memory
free_nondynamically_allocated_memory.c, 47,  Free of Memory not on the Heap,  Resource management defects,  Free non dynamically allocated memory
free_nondynamically_allocated_memory.c, 62,  Free of Memory not on the Heap,  Resource management defects,  Free non dynamically allocated memory
free_nondynamically_allocated_memory.c, 86,  Free of Memory not on the Heap,  Resource management defects,  Free non dynamically allocated memory
free_nondynamically_allocated_memory.c, 103,  Free of Memory not on the Heap,  Resource management defects,  Free non dynamically allocated memory
free_nondynamically_allocated_memory.c, 115,  Free of Memory not on the Heap,  Resource management defects,  Free non dynamically allocated memory
free_nondynamically_allocated_memory.c, 128,  Free of Memory not on the Heap,  Resource management defects,  Free non dynamically allocated memory
free_nondynamically_allocated_memory.c, 141,  Free of Memory not on the Heap,  Resource management defects,  Free non dynamically allocated memory
free_nondynamically_allocated_memory.c, 155,  Free of Memory not on the Heap,  Resource management defects,  Free non dynamically allocated memory
free_nondynamically_allocated_memory.c, 170,  Free of Memory not on the Heap,  Resource management defects,  Free non dynamically allocated memory
free_nondynamically_allocated_memory.c, 187,  Free of Memory not on the Heap,  Resource management defects,  Free non dynamically allocated memory
free_nondynamically_allocated_memory.c, 209,  Free of Memory not on the Heap,  Resource management defects,  Free non dynamically allocated memory
free_nondynamically_allocated_memory.c, 229,  Free of Memory not on the Heap,  Resource management defects,  Free non dynamically allocated memory
free_nondynamically_allocated_memory.c, 239,  Free of Memory not on the Heap,  Resource management defects,  Free non dynamically allocated memory
free_nondynamically_allocated_memory.c, 262,  Free of Memory not on the Heap,  Resource management defects,  Free non dynamically allocated memory
free_null_pointer.c, 23,  NULL Pointer Dereference,  Pointer related defects,  Free NULL  pointer
free_null_pointer.c, 36,  NULL Pointer Dereference,  Pointer related defects,  Free NULL  pointer
free_null_pointer.c, 56,  NULL Pointer Dereference,  Pointer related defects,  Free NULL  pointer
free_null_pointer.c, 85,  NULL Pointer Dereference,  Pointer related defects,  Free NULL  pointer
free_null_pointer.c, 110,  NULL Pointer Dereference,  Pointer related defects,  Free NULL  pointer
free_null_pointer.c, 151,  NULL Pointer Dereference,  Pointer related defects,  Free NULL  pointer
free_null_pointer.c, 209,  NULL Pointer Dereference,  Pointer related defects,  Free NULL  pointer
free_null_pointer.c, 242,  NULL Pointer Dereference,  Pointer related defects,  Free NULL  pointer
free_null_pointer.c, 288,  NULL Pointer Dereference,  Pointer related defects,  Free NULL  pointer
free_null_pointer.c, 338,  NULL Pointer Dereference,  Pointer related defects,  Free NULL  pointer
free_null_pointer.c, 397,  NULL Pointer Dereference,  Pointer related defects,  Free NULL  pointer
free_null_pointer.c, 459,  NULL Pointer Dereference,  Pointer related defects,  Free NULL  pointer
free_null_pointer.c, 490,  NULL Pointer Dereference,  Pointer related defects,  Free NULL  pointer
free_null_pointer.c, 550,  NULL Pointer Dereference,  Pointer related defects,  Free NULL  pointer
func_pointer.c, 42,  Incorrect Type Conversion or Cast,  Pointer related defects,  Bad cast of a function pointer
func_pointer.c, 61,  Incorrect Type Conversion or Cast,  Pointer related defects,  Bad cast of a function pointer
func_pointer.c, 81,  Incorrect Type Conversion or Cast,  Pointer related defects,  Bad cast of a function pointer
func_pointer.c, 123,  Incorrect Type Conversion or Cast,  Pointer related defects,  Bad cast of a function pointer
func_pointer.c, 172,  Incorrect Type Conversion or Cast,  Pointer related defects,  Bad cast of a function pointer
func_pointer.c, 256,  Incorrect Type Conversion or Cast,  Pointer related defects,  Bad cast of a function pointer
func_pointer.c, 285,  Incorrect Type Conversion or Cast,  Pointer related defects,  Bad cast of a function pointer
func_pointer.c, 308,  Incorrect Type Conversion or Cast,  Pointer related defects,  Bad cast of a function pointer
func_pointer.c, 352,  Incorrect Type Conversion or Cast,  Pointer related defects,  Bad cast of a function pointer
func_pointer.c, 375,  Incorrect Type Conversion or Cast,  Pointer related defects,  Bad cast of a function pointer
func_pointer.c, 419,  Incorrect Type Conversion or Cast,  Pointer related defects,  Bad cast of a function pointer
func_pointer.c, 454,  Incorrect Type Conversion or Cast,  Pointer related defects,  Bad cast of a function pointer
func_pointer.c, 485,  Incorrect Type Conversion or Cast,  Pointer related defects,  Bad cast of a function pointer
func_pointer.c, 538,  Incorrect Type Conversion or Cast,  Pointer related defects,  Bad cast of a function pointer
func_pointer.c, 592,  Incorrect Type Conversion or Cast,  Pointer related defects,  Bad cast of a function pointer
function_return_value_unchecked.c, 48,  Unchecked Return Value,  Inappropriate code,  Return value of function never checked
function_return_value_unchecked.c, 69,  Unchecked Return Value,  Inappropriate code,  Return value of function never checked
function_return_value_unchecked.c, 86,  Unchecked Return Value,  Inappropriate code,  Return value of function never checked
function_return_value_unchecked.c, 116,  Unchecked Return Value,  Inappropriate code,  Return value of function never checked
function_return_value_unchecked.c, 171,  Unchecked Return Value,  Inappropriate code,  Return value of function never checked
function_return_value_unchecked.c, 211,  Unchecked Return Value,  Inappropriate code,  Return value of function never checked
function_return_value_unchecked.c, 238,  Unchecked Return Value,  Inappropriate code,  Return value of function never checked
function_return_value_unchecked.c, 256,  Unchecked Return Value,  Inappropriate code,  Return value of function never checked
function_return_value_unchecked.c, 294,  Unchecked Return Value,  Inappropriate code,  Return value of function never checked
function_return_value_unchecked.c, 310,  Unchecked Return Value,  Inappropriate code,  Return value of function never checked
function_return_value_unchecked.c, 334,  Unchecked Return Value,  Inappropriate code,  Return value of function never checked
function_return_value_unchecked.c, 346,  Unchecked Return Value,  Inappropriate code,  Return value of function never checked
function_return_value_unchecked.c, 364,  Unchecked Return Value,  Inappropriate code,  Return value of function never checked
function_return_value_unchecked.c, 377,  Unchecked Return Value,  Inappropriate code,  Return value of function never checked
function_return_value_unchecked.c, 391,  Unchecked Return Value,  Inappropriate code,  Return value of function never checked
function_return_value_unchecked.c, 430,  Unchecked Return Value,  Inappropriate code,  Return value of function never checked
improper_termination_of_block.c, 22,  Incorrect Block Delimitation,  Inappropriate code,  Improper termination of block
improper_termination_of_block.c, 38,  Incorrect Block Delimitation,  Inappropriate code,  Improper termination of block
improper_termination_of_block.c, 52,  Incorrect Block Delimitation,  Inappropriate code,  Improper termination of block
improper_termination_of_block.c, 67,  Incorrect Block Delimitation,  Inappropriate code,  Improper termination of block
insign_code.c, 24,  Assignment to Variable without Use ('Unused Variable'),  Misc defects,  Useless assignment
invalid_extern.c, 20,  Access of Resource Using Incompatible Type ('Type Confusion'),  Misc defects,  Bad extern type for global variable
invalid_extern.c, 21,  Access of Resource Using Incompatible Type ('Type Confusion'),  Misc defects,  Bad extern type for global variable
invalid_extern.c, 22,  Access of Resource Using Incompatible Type ('Type Confusion'),  Misc defects,  Bad extern type for global variable
invalid_extern.c, 23,  Access of Resource Using Incompatible Type ('Type Confusion'),  Misc defects,  Bad extern type for global variable
invalid_extern.c, 24,  Access of Resource Using Incompatible Type ('Type Confusion'),  Misc defects,  Bad extern type for global variable
invalid_extern.c, 27,  Access of Resource Using Incompatible Type ('Type Confusion'),  Misc defects,  Bad extern type for global variable
invalid_memory_access.c, 45,  Use After Free,  Resource management defects,  Invalid memory access to already freed area
invalid_memory_access.c, 84,  Use After Free,  Resource management defects,  Invalid memory access to already freed area
invalid_memory_access.c, 105,  Use After Free,  Resource management defects,  Invalid memory access to already freed area
invalid_memory_access.c, 133,  Use After Free,  Resource management defects,  Invalid memory access to already freed area
invalid_memory_access.c, 147,  Use After Free,  Resource management defects,  Invalid memory access to already freed area
invalid_memory_access.c, 188,  Use After Free,  Resource management defects,  Invalid memory access to already freed area
invalid_memory_access.c, 210,  Use After Free,  Resource management defects,  Invalid memory access to already freed area
